Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
ABT US Equity;ABBOTT LABORATORIES;83508404224;22.65029907;8.706439018;;;;
PHIA NA Equity;KONINKLIJKE PHILIPS NV;28822913024;32.27289963;6.618039131;;;;
1255459D US Equity;LIFE TECHNOLOGIES CORP;9312794624;29.61199951;10.33108616;;;;
UNH US Equity;UNITEDHEALTH GROUP INC;35418267648;35.90240097;0;;;;
SAZ GR Equity;STADA ARZNEIMITTEL AG;2038134272;37.31299973;3.028918982;;;;
MYL US Equity;MYLAN NV;5631916544;32.34469986;5.522778034;;;;
BAX US Equity;BAXTER INTERNATIONAL INC;35375931392;23.86000061;7.249602795;;;;
NOBN SW Equity;NOBEL BIOCARE HOLDING AG-REG;4156826112;31.34690094;4.708699226;;;;
VAR US Equity;VARIAN MEDICAL SYSTEMS INC;5830566912;29.59790039;5.934578896;;;;
AGN US Equity;ALLERGAN PLC;4799697920;26.79789925;7.838695049;;;;
ZBH US Equity;ZIMMER BIOMET HOLDINGS INC;12589189120;27.49570084;5.340302944;;;;
SYK US Equity;STRYKER CORP;20034093056;25.99270058;5.062602043;;;;
DHR US Equity;DANAHER CORP;24156864512;23.68289948;5.781816006;;;;
PDCO US Equity;PATTERSON COS INC;3426685440;28.66769981;0;;;;
FME GR Equity;FRESENIUS MEDICAL CARE AG &;15803194368;23.54089928;0.78430599;;;;
ROG VX Equity;ROCHE HOLDING AG-GENUSSCHEIN;1.47215E+11;20.69659996;;;;;
SAN FP Equity;SANOFI;1.03891E+11;25.27230072;;;;;
ACL US Equity;ALCON INC;49205256192;;9.78934288;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;39755104256;;15.05152988;;;;
MHS US Equity;MEDCO HEALTH SOLUTIONS INC;30470012928;;0;;;;
ANTM US Equity;ANTHEM INC;26716964864;36.01490021;;;;;
CELG US Equity;CELGENE CORP;25590661120;35.29949951;27.81638718;;;;
COV US Equity;COVIDIEN LTD;23911380992;;4.152761936;;;;
ESRX US Equity;EXPRESS SCRIPTS HOLDING CO;23741302784;31.79680061;;;;;
TMO US Equity;THERMO FISHER SCIENTIFIC INC;19472523264;;2.390264988;;;;
BDX US Equity;BECTON DICKINSON AND CO;18699196416;;5.993309021;;;;
MCK US Equity;MCKESSON CORP;16748918784;25.9029007;;;;;
SYST VX Equity;SYNTHES INC-144A/REGS;15508867072;20.88229942;;;;;
BIIB US Equity;BIOGEN INC;15472118784;29.10149956;27.13521767;;;;
AET US Equity;AETNA INC;13741949952;38.77410126;;;;;
GENZ US Equity;GENZYME CORP;13006415872;;20.73494911;;;;
EI FP Equity;ESSILOR INTERNATIONAL;12896177152;22.80249977;;;;;
CAH US Equity;CARDINAL HEALTH INC;11693335552;26.61330032;;;;;
DGX US Equity;QUEST DIAGNOSTICS INC;11164304384;23.31780052;;;;;
SHP LN Equity;SHIRE PLC;10965609472;;22.15892029;;;;
FRE GR Equity;FRESENIUS SE & CO KGAA;10797559808;;1.47142005;;;;
FRX US Equity;FOREST LABORATORIES INC;9689700352;28.01379967;25.9624958;;;;
CI US Equity;CIGNA CORP;9644123136;41.51390076;;;;;
SN/ LN Equity;SMITH & NEPHEW PLC;9153104896;;4.371584892;;;;
VRTX US Equity;VERTEX PHARMACEUTICALS INC;8308567552;46.51929855;529.4386597;;;;
HSP US Equity;HOSPIRA INC;8270150144;;5.746898174;;;;
LH US Equity;LABORATORY CRP OF AMER HLDGS;7948007936;;;;;;
SOON VX Equity;SONOVA HOLDING AG-REG;7947288064;28.46500015;;;;;
UCB BB Equity;UCB SA;7679518208;;;;;;
BCR US Equity;CR BARD INC;7520169984;;6.75039196;;;;
ABC US Equity;AMERISOURCEBERGEN CORP;7510370816;25.9817009;;;;;
HUM US Equity;HUMANA INC;7453948416;38.96390152;;;;;
WCRX US Equity;WARNER CHILCOTT PLC-CLASS A;7158784512;;4.599379063;;;;
DVA US Equity;DAVITA INC;6003227648;;;;;;
WAT US Equity;WATERS CORP;5867240448;;5.163611889;;;;
HGSI US Equity;HUMAN GENOME SCIENCES INC;5591140352;;184.7403564;;;;
CFN US Equity;CAREFUSION CORP;5536818688;;3.90032506;;;;
XRAY US Equity;DENTSPLY SIRONA INC;5347091968;;;;;;
QGEN US Equity;QIAGEN N.V.;5162635776;;10.30081844;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;4913026048;;13.72428608;;;;
HSIC US Equity;HENRY SCHEIN INC;4759437312;;;;;;
IPN FP Equity;IPSEN;4670356480;;;;;;
CEPH US Equity;CEPHALON INC;4660195840;;18.04784012;;;;
BIM FP Equity;BIOMERIEUX;4618921472;;;;;;
BEC US Equity;BECKMAN COULTER INC;4536955392;;8.714146614;;;;
GETIB SS Equity;GETINGE AB-B SHS;4536354816;;5.270116806;;;;
WDH DC Equity;WILLIAM DEMANT HOLDING;4469233152;;;;;;
STMN SW Equity;STRAUMANN HOLDING AG-REG;4414386176;27.47249985;;;;;
CLS1 GR Equity;MCKESSON EUROPE AG;4315336704;35.36220169;;;;;
PLL US Equity;PALL CORP;4248504320;;3.153733969;;;;
RICHT HB Equity;RICHTER GEDEON NYRT;4223708928;;6.976892948;;;;
COLOB DC Equity;COLOPLAST-B;4110898944;;3.978780031;;;;
0202445Q US Equity;EMD MILLIPORE CORP;4023528192;;7.125878811;;;;
RMD US Equity;RESMED INC;3918033920;;7.252865791;;;;
GRF SM Equity;GRIFOLS SA;3727235072;;;;;;
PRGO US Equity;PERRIGO CO PLC;3725972992;;3.503212929;;;;
CVH US Equity;COVENTRY HEALTH CARE INC;3594514432;;0;;;;
LUN DC Equity;H LUNDBECK A/S;3588861184;;23.56004906;;;;
LONN VX Equity;LONZA GROUP AG-REG;3555904512;27.69540024;;;;;
MTD US Equity;METTLER-TOLEDO INTERNATIONAL;3543517440;;5.120853901;;;;
ELN ID Equity;PERRIGO CORP DAC;3515003136;;27.87456322;;;;
DNDNQ US Equity;DENDREON CORP;3501862656;83.25039673;65976;;;;
CVD US Equity;COVANCE INC;3494035456;;;;;;
RHK GR Equity;RHOEN-KLINIKUM AG;3391950080;24.29330063;;;;;
CYH US Equity;COMMUNITY HEALTH SYSTEMS INC;3308485888;43.23339844;;;;;
EMS US Equity;ENVISION HEALTHCARE CORP/CO;3252102656;;;;;;
KRKG SV Equity;KRKA;3247647744;;10.78673172;;;;
IDXX US Equity;IDEXX LABORATORIES INC;3131747584;;6.399737835;;;;
ORNBV FH Equity;ORION OYJ-CLASS B;3047833344;;10.68821716;;;;
KG US Equity;KP PHARMACEUTICALS LLC;3045934336;;4.886166096;;;;
UHS US Equity;UNIVERSAL HEALTH SERVICES-B;2888966400;;;;;;
OCR US Equity;OMNICARE INC;2885563904;;;;;;
UTHR US Equity;UNITED THERAPEUTICS CORP;2834665472;36.49160004;32.45486832;;;;
MD US Equity;MEDNAX INC;2797116672;;;;;;
PPDI US Equity;PHARMACEUTICAL PRODUCT DEVEL;2769691392;;1.349913001;;;;
MEDAA SS Equity;MEDA AB-A SHS;2722454528;;18.82664871;;;;
NTY US Equity;NATURE'S BOUNTY CO/THE;2693993984;;;;;;
KCI US Equity;KINETIC CONCEPTS INC;2681628672;;4.890789986;;;;
TLCR US Equity;TALECRIS BIOTHERAPEUTICS;2667525120;;4.08535099;;;;
BIO US Equity;BIO-RAD LABORATORIES-A;2659544320;;8.570777893;;;;
THC US Equity;TENET HEALTHCARE CORP;2593287936;54.53450012;;;;;
4107485Q US Equity;VALEANT PHARMACEUTICALS INTE;2585700096;;5.127133846;;;;
TECH US Equity;BIO-TECHNE CORP;2553626880;;9.249405861;;;;
LNCR US Equity;LINCARE HOLDINGS INC;2529703168;;;;;;
HNT US Equity;HEALTH NET INC/OLD;2420615936;44.00529861;;;;;
ENDP US Equity;ENDO INTERNATIONAL PLC;2406158848;;16.53338814;;;;
PKI US Equity;PERKINELMER INC;2404172800;;6.254446983;;;;
PHST RM Equity;PHARMSTANDARD PJSC;2363751936;;;;;;
VIFN VX Equity;VIFOR PHARMA AG;2353480704;19.4015007;;;;;
CRL US Equity;CHARLES RIVER LABORATORIES;2220080128;;;;;;
VRX CN Equity;VALEANT PHARMACEUTICALS INTE;2208591872;;10.91740704;;;;
EKTAB SS Equity;ELEKTA AB-B SHS;2202684928;;9.580129623;;;;
ALM SM Equity;ALMIRALL SA;2175951872;;11.90588188;;;;
BKD US Equity;BROOKDALE SENIOR LIVING INC;2157697792;;;;;;
TFX US Equity;TELEFLEX INC;2140893440;;;;;;
WOOF US Equity;VCA INC;2130116864;;;;;;
0991739D US Equity;GEN-PROBE INC;2106792448;;22.39128304;;;;
AMLN US Equity;AMYLIN PHARMACEUTICALS LLC;2011329024;;24.92958069;;;;
BRKR US Equity;BRUKER CORP;1979968512;;11.92002964;;;;
DIA IM Equity;DIASORIN SPA;1961327744;;5.878228188;;;;
REGN US Equity;REGENERON PHARMACEUTICALS;1946354688;;89.76544189;;;;
BMRN US Equity;BIOMARIN PHARMACEUTICAL INC;1894721920;43.80970001;33.40180969;;;;
ONXX US Equity;ONYX PHARMACEUTICALS INC;1823040896;45.34769821;51.54258728;;;;
HMA US Equity;HEALTH MANAGEMENT ASSOCIATES;1805782144;;;;;;
OSIP US Equity;OSI PHARMACEUTICALS INC;1802955392;;34.5868454;;;;
ICLL AV Equity;INTERCELL AG;1800410880;40.10440063;185.6643677;;;;
OMI US Equity;OWENS & MINOR INC;1797251584;;;;;;
LPNT US Equity;LIFEPOINT HEALTH INC;1781720064;;;;;;
SIRO US Equity;SIRONA DENTAL SYSTEMS INC;1779830016;;5.119279861;;;;
MASI US Equity;MASIMO CORP;1755413376;;8.853969574;;;;
HLS US Equity;HEALTHSOUTH CORP;1751344128;;;;;;
COO US Equity;COOPER COS INC/THE;1724842368;;2.915807009;;;;
SEM US Equity;SELECT MEDICAL HOLDINGS CORP;1696172288;;;;;;
ORP FP Equity;ORPEA;1673003136;;;;;;
1339679D US Equity;STERIS CORP;1642610944;;1.763281941;;;;
STE US Equity;STERIS PLC;1642610944;;2.606060982;;;;
CCT CN Equity;CATAMARAN CORP;1633589376;;0.738665998;;;;
ABII US Equity;ABRAXIS BIOSCIENCE INC;1626347008;;52.81077957;;;;
CRXL NA Equity;CRUCELL NV;1619356928;;18.3862133;;;;
CHSI US Equity;CATALYST HEALTH SOLUTIONS IN;1611357696;;;;;;
MRX US Equity;MEDICIS PHARMACEUTICAL CORP;1609066624;;18.05205154;;;;
WCG US Equity;WELLCARE HEALTH PLANS INC;1555642752;44.79679871;;;;;
REC IM Equity;RECORDATI SPA;1554041216;;8.954919815;;;;
THOR US Equity;THORATEC LLC;1530913408;;15.18477726;;;;
HRC US Equity;HILL-ROM HOLDINGS INC;1503510912;;;;;;
EVVV US Equity;EV3 INC;1497479040;;11.11770916;;;;
VARI US Equity;VARIAN INC;1495278464;;6.845193863;;;;
AFX GR Equity;CARL ZEISS MEDITEC AG - BR;1452101504;;9.169632912;;;;
AMMD US Equity;ASTORA WOMEN'S HEALTH HOLDIN;1436009344;;10.08999443;;;;
ALAPIS GA Equity;ALAPIS HOLDING INDUSTRIAL;1433604224;;;;;;
MGLN US Equity;MAGELLAN HEALTH INC;1432079104;;;;;;
RLF SW Equity;RELIEF THERAPEUTICS HOLDING;1419898496;;;;;;
BLUD US Equity;IMMUCOR INC;1419558656;;4.602087021;;;;
AUXL US Equity;AUXILIUM PHARMACEUTICALS INC;1413659008;57.8993988;30.2636261;;;;
HAE US Equity;HAEMONETICS CORP/MASS;1412463232;;4.122365952;;;;
SLXP US Equity;SALIX PHARMACEUTICALS LTD;1409561344;;39.81692886;;;;
AGP US Equity;AMERIGROUP CORP;1377435008;;;;;;
AMED US Equity;AMEDISYS INC;1359050496;44.71820068;;;;;
PSSI US Equity;MCKESSON MEDICAL-SURGICAL TO;1348487680;;;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;1326900480;;7.078429222;;;;
DNEX US Equity;DIONEX CORP;1309382656;;7.910527229;;;;
WST US Equity;WEST PHARMACEUTICAL SERVICES;1293635328;;1.969872952;;;;
ICLR US Equity;ICON PLC;1277063424;;0;;;;
MDVN US Equity;MEDIVATION INC;1261636480;109.8826981;131.7544861;;;;
ZEL SM Equity;ZELTIA SA;1226172160;;;;;;
PHM SM Equity;PHARMA MAR SA;1226172160;;;;;;
NUVA US Equity;NUVASIVE INC;1222218112;;11.22466183;;;;
OME BB Equity;OMEGA PHARMA;1220583424;;;;;;
MDAS US Equity;MEDASSETS INC;1199989632;;5.044117928;;;;
8397627Q US Equity;PSYCHIATRIC SOLUTIONS INC;1189103872;;;;;;
1280452D CN Equity;CML HEALTHCARE INC;1178388224;;;;;;
GN DC Equity;GN STORE NORD A/S;1118723840;;8.844764709;;;;
GENP FP Equity;STALLERGENES;1106583808;;;;;;
IONS US Equity;IONIS PHARMACEUTICALS INC;1093012864;50.3362999;126.3755569;;;;
MEDIQ NA Equity;MEDIQ BV;1084205184;;;;;;
CHE US Equity;CHEMED CORP;1082083328;;;;;;
INCY US Equity;INCYTE CORP;1079902976;;2825.878662;;;;
GDS FP Equity;RAMSAY GENERALE DE SANTE;1075877504;;;;;;
IART US Equity;INTEGRA LIFESCIENCES HOLDING;1050087104;;6.689457893;;;;
SGEN US Equity;SEATTLE GENETICS INC;1021404096;;242.6841888;;;;
0967702D US Equity;HEALTHSPRING INC;1014043712;;;;;;
MNKD US Equity;MANNKIND CORP;988182272;132.5410004;;;;;
CNC US Equity;CENTENE CORP;961190016;;0;;;;
ACOR US Equity;ACORDA THERAPEUTICS INC;960626496;62.69860077;53.88205719;;;;
OKDBV FH Equity;ORIOLA CORP -B;953227776;;;;;;
1248911D US Equity;PAR PHARMACEUTICAL COS INC;942210304;;2.190623045;;;;
NDN CN Equity;NORDION INC;935466496;;8.040201187;;;;
BOI FP Equity;BOIRON SA;928642944;;;;;;
FAE SM Equity;FAES FARMA SA;920056256;;;;;;
PRON NO Equity;PRONOVA BIOPHARMA AS;917490112;;;;;;
VIRP FP Equity;VIRBAC SA;908423168;;;;;;
SVNTQ US Equity;SAVIENT PHARMACEUTICALS INC;906783872;90.0019989;5387.195313;;;;
ACTI SS Equity;ACTIVE BIOTECH AB;901205120;;1792;;;;
SRN IM Equity;SORIN SPA;900112704;;;;;;
KORI FP Equity;KORIAN;899327040;;;;;;
ALKS US Equity;ALKERMES PLC;891740992;;42.9096489;;;;
TMH US Equity;TEAM HEALTH HOLDINGS INC;874862016;;;;;;
VIVO US Equity;MERIDIAN BIOSCIENCE INC;874309376;;4.867997169;;;;
UAM US Equity;UNIVERSAL AMERICAN CORP;871270912;;;;;;
BANB SW Equity;BACHEM HOLDING AG-REG B;871256192;;;;;;
NKTR US Equity;NEKTAR THERAPEUTICS;868602560;;229.6194916;;;;
AMP IM Equity;AMPLIFON SPA;863140032;;;;;;
TECN SW Equity;TECAN GROUP AG-REG;857495424;;9.254328728;;;;
VOLC US Equity;VOLCANO CORP;846199168;;17.04857826;;;;
IPXL US Equity;IMPAX LABORATORIES INC;842113280;;23.47026825;;;;
INVA US Equity;INNOVIVA INC;830757952;;354.3245544;;;;
PDLI US Equity;PDL BIOPHARMA INC;820943744;55.1969986;;;;;
PRXL US Equity;PAREXEL INTERNATIONAL CORP;819931904;;;;;;
IVC US Equity;INVACARE CORP;805689216;;;;;;
ALKB DC Equity;ALK-ABELLO A/S;799087424;;17.59656715;;;;
GTIV US Equity;GENTIVA HEALTH SERVICES;791657664;;;;;;
EXEL US Equity;EXELIXIS INC;791440000;;109.47686;;;;
YPSN SW Equity;YPSOMED HOLDING AG-REG;787781888;;;;;;
EGIS HB Equity;EGIS PHARMACEUTICALS PLC;773634496;;8.830052376;;;;
RHB US Equity;REHABCARE GROUP INC;750324672;;;;;;
VVUS US Equity;VIVUS INC;741058112;;387.2378845;;;;
AGAM US Equity;AGA MEDICAL HOLDINGS INC;739889856;;16.80290222;;;;
ALNY US Equity;ALNYLAM PHARMACEUTICALS INC;736787328;;95.75240326;;;;
ESC US Equity;EMERITUS CORP;736019968;;;;;;
1321686D US Equity;WRIGHT MEDICAL GROUP INC;731638912;;7.250598907;;;;
CPHD US Equity;CEPHEID;731183232;;21.00156021;;;;
SYUT US Equity;SYNUTRA INTERNATIONAL INC;729549504;;;;;;
BTG LN Equity;BTG PLC;725044992;;;;;;
KND US Equity;KINDRED HEALTHCARE INC;721355840;;;;;;
GEN DC Equity;GENMAB A/S;711200384;;277.3119202;;;;
UDG LN Equity;UDG HEALTHCARE PLC;705862336;;;;;;
ALTH US Equity;ALLOS THERAPEUTICS INC;683931776;;;;;;
DIM FP Equity;SARTORIUS STEDIM BIOTECH;679140544;;6.27489996;;;;
AMSG US Equity;AMSURG CORP;675371008;;;;;;
EVHC US Equity;ENVISION HEALTHCARE CORP;675371008;;;;;;
QMED SS Equity;Q-MED AB;668958720;;17.13286781;;;;
TNG FP Equity;TRANSGENE SA;665366080;;1075.115234;;;;
CNMD US Equity;CONMED CORP;663564352;;4.390939236;;;;
EXE CN Equity;EXTENDICARE INC;662099712;;0;;;;
CTIC US Equity;CTI BIOPHARMA CORP;654845760;143.9463959;38010;;;;
AMAG US Equity;AMAG PHARMACEUTICALS INC;651586944;45.59719849;202.217804;;;;
ARTC US Equity;ARTHROCARE CORP;635292672;;11.60617733;;;;
MATK US Equity;MARTEK BIOSCIENCES CORP;629884736;;7.921085835;;;;
THR BB Equity;THROMBOGENICS NV;627682432;;;;;;
LMNX US Equity;LUMINEX CORP;624044160;;19.37976456;;;;
BIO GR Equity;BIOTEST AG;620964992;;9.372452736;;;;
LHCG US Equity;LHC GROUP INC;620003712;;;;;;
TVTY US Equity;TIVITY HEALTH INC;619877312;;;;;;
GXDX US Equity;GENOPTIX INC;609868864;;1.027416945;;;;
ITMN US Equity;INTERMUNE INC;608563712;106.8984985;75.45677948;;;;
COX FP Equity;NICOX SA;602596096;;;;;;
BSLN SW Equity;BASILEA PHARMACEUTICA-REG;596248128;48.03699875;;;;;
AFFY US Equity;AFFYMAX INC;589022272;;127.6945267;;;;
VRUS US Equity;GILEAD PHARMASSET LLC;585350464;;2626.435547;;;;
MOH US Equity;MOLINA HEALTHCARE INC;584328512;;;;;;
ACIBD TI Equity;ACIBADEM SAGLIK HIZMETLERI V;579304832;;;;;;
CBIO US Equity;CATALYST BIOSCIENCES INC;578940480;;28.15044594;;;;
CPTS US Equity;BAYER ESSURE INC;576449792;;5.063217163;;;;
EURX US Equity;EURAND NV;572495552;;21.15981865;;;;
SYR LN Equity;SYNERGY HEALTH LTD;571412224;;;;;;
ZOLL US Equity;ZOLL MEDICAL CORP;569731840;;9.85092926;;;;
CYBX US Equity;CYBERONICS INC;567301952;;11.37507534;;;;
LIVN US Equity;LIVANOVA PLC;567301952;;12.63611221;;;;
CRA US Equity;CELERA CORP;565410880;;15.485322;;;;
XNPT US Equity;XENOPORT INC;562810688;;4218.362305;;;;
ABAX US Equity;ABAXIS INC;562662080;;8.571805954;;;;
MNTA US Equity;MOMENTA PHARMACEUTICALS INC;562292608;93.65859985;322.1557007;;;;
GHDX US Equity;GENOMIC HEALTH INC;559625280;;23.07867432;;;;
OSSR IR Equity;OSSUR HF;558556096;;4.953435898;;;;
ABC LN Equity;ABCAM PLC;555000704;;;;;;
ROVI SM Equity;LABORATORIOS FARMACEUTICOS R;554687104;;;;;;
MOR GR Equity;MORPHOSYS AG;552079488;;48.37000656;;;;
VTIV US Equity;INVENTIV HEALTH INC;543276416;;;;;;
MMSI US Equity;MERIT MEDICAL SYSTEMS INC;540399616;;4.931169987;;;;
ICUI US Equity;ICU MEDICAL INC;539647232;;1.224868059;;;;
HALO US Equity;HALOZYME THERAPEUTICS INC;537969088;;434.5740356;;;;
IPCM US Equity;IPC HEALTHCARE INC;536817888;;;;;;
OFIX US Equity;ORTHOFIX INTERNATIONAL NV;529997952;;5.82021904;;;;
NEOG US Equity;NEOGEN CORP;525629440;;4.816884995;;;;
DPH LN Equity;DECHRA PHARMACEUTICALS PLC;524556992;;;;;;
PODD US Equity;INSULET CORP;518209760;;18.1692028;;;;
ODSY US Equity;ODYSSEY HEALTHCARE INC;516501344;;;;;;
GERN US Equity;GERON CORP;508534304;71.08110046;2711.538574;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
