Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
DNA US Equity;GENENTECH INC;87224107008;;22.77256775;;;;
SAN FP Equity;SANOFI;83323682816;41.37360001;;;;;
WYE US Equity;WYETH LLC;49944076288;;13.71894264;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;32211099648;;14.04054832;;;;
SGP US Equity;SCHERING-PLOUGH CORP/PRE-MER;27694776320;;19.51486015;;;;
ACL US Equity;ALCON INC;26702870528;;11.42594814;;;;
CELG US Equity;CELGENE CORP;25328654336;49.39250183;27.15957832;;;;
MHS US Equity;MEDCO HEALTH SOLUTIONS INC;20872040448;;;;;;
GENZ US Equity;GENZYME CORP;17954394112;;26.30752373;;;;
BDX US Equity;BECTON DICKINSON AND CO;16626655232;;5.916549206;;;;
SYST VX Equity;SYNTHES INC-144A/REGS;14834695168;30.01000023;;;;;
TMO US Equity;THERMO FISHER SCIENTIFIC INC;14316703744;;2.387851954;;;;
ESRX US Equity;EXPRESS SCRIPTS HOLDING CO;13605296128;48.7798996;;;;;
AET US Equity;AETNA INC;13141350400;58.92169952;;;;;
CAH US Equity;CARDINAL HEALTH INC;12395839488;41.52009964;;;;;
MCK US Equity;MCKESSON CORP;10686052352;42.94739914;;;;;
EI FP Equity;ESSILOR INTERNATIONAL;9874289664;33.90110016;;;;;
FRE GR Equity;FRESENIUS SE & CO KGAA;8751587328;;1.702128053;;;;
SHP LN Equity;SHIRE PLC;8273985536;;16.43605232;;;;
SRZ GR Equity;SCHWARZ PHARMA AG;7633496064;;8.728614807;;;;
HUM US Equity;HUMANA INC;6289553408;59.86009979;;;;;
UCB BB Equity;UCB SA;5963424768;;;;;;
SN/ LN Equity;SMITH & NEPHEW PLC;5653206528;;4.731183052;;;;
ABC US Equity;AMERISOURCEBERGEN CORP;5570762240;36.84400177;;;;;
CEPH US Equity;CEPHALON INC;5273049088;;17.71879387;;;;
DVA US Equity;DAVITA INC;5145366016;39.72000122;;;;;
LONN VX Equity;LONZA GROUP AG-REG;4610640896;44.83330154;;;;;
CLS1 GR Equity;MCKESSON EUROPE AG;4606056448;52.03570175;;;;;
CI US Equity;CIGNA CORP;4578542592;77.25240326;;;;;
VRTX US Equity;VERTEX PHARMACEUTICALS INC;4571163136;72.11530304;411.1740417;;;;
HSP US Equity;HOSPIRA INC;4280380928;;5.586170197;;;;
XRAY US Equity;DENTSPLY SIRONA INC;4206418688;49.17419815;;;;;
LUN DC Equity;H LUNDBECK A/S;4060272384;;20.19504547;;;;
SOON VX Equity;SONOVA HOLDING AG-REG;3947654912;45.06389999;;;;;
GRF SM Equity;GRIFOLS SA;3660944896;;;;;;
WCRX US Equity;WARNER CHILCOTT PLC-CLASS A;3636288256;;4.310184956;;;;
PPDI US Equity;PHARMACEUTICAL PRODUCT DEVEL;3420296192;;0.415843993;;;;
PLL US Equity;PALL CORP;3356997376;;3.275480986;;;;
BIM FP Equity;BIOMERIEUX;3304168448;;;;;;
OCR US Equity;OMNICARE INC;3285465344;58.14670181;;;;;
IPN FP Equity;IPSEN;3283436800;;;;;;
HSIC US Equity;HENRY SCHEIN INC;3278390784;46.1257019;;;;;
COLOB DC Equity;COLOPLAST-B;3143419648;;6.818181992;;;;
PLVARA CZ Equity;PLIVA D.D.;3017471488;;10.78601742;;;;
CVD US Equity;COVANCE INC;2912999424;53.42910004;;;;;
0202445Q US Equity;EMD MILLIPORE CORP;2845903104;;6.435615063;;;;
RMD US Equity;RESMED INC;2836816128;;7.935080051;;;;
GETIB SS Equity;GETINGE AB-B SHS;2829741824;;2.610723019;;;;
RICHT HB Equity;RICHTER GEDEON NYRT;2802035968;;8.209218979;;;;
ELN ID Equity;PERRIGO CORP DAC;2759789824;;33.32099152;;;;
BEC US Equity;BECKMAN COULTER INC;2753697792;;9.857670784;;;;
STMN SW Equity;STRAUMANN HOLDING AG-REG;2716409088;;;;;;
ABII US Equity;ABRAXIS BIOSCIENCE INC;2641005824;;25.80503464;;;;
KG US Equity;KP PHARMACEUTICALS LLC;2617568768;;8.715518951;;;;
RHK GR Equity;RHOEN-KLINIKUM AG;2470311424;;;;;;
TECH US Equity;BIO-TECHNE CORP;2453231104;;8.525185585;;;;
WDH DC Equity;WILLIAM DEMANT HOLDING;2415064064;;;;;;
ORNBV FH Equity;ORION OYJ-CLASS B;2383450112;;13.76638889;;;;
KRKG SV Equity;KRKA;2374975488;;10.61462498;;;;
0991739D US Equity;GEN-PROBE INC;2329437952;;20.22413445;;;;
PDCO US Equity;PATTERSON COS INC;2279493632;;;;;;
MTD US Equity;METTLER-TOLEDO INTERNATIONAL;2259409664;;5.215704918;;;;
OSIP US Equity;OSI PHARMACEUTICALS INC;2251084032;;34.95114899;;;;
CVH US Equity;COVENTRY HEALTH CARE INC;2216770304;;;;;;
ZEN CP Equity;ZENTIVA NV;2138682496;;4.114568233;;;;
VIFN VX Equity;VIFOR PHARMA AG;2090242688;;;;;;
MEDAA SS Equity;MEDA AB-A SHS;2035868544;;17.31748772;;;;
BIO US Equity;BIO-RAD LABORATORIES-A;2026639872;;8.788208961;;;;
LNCR US Equity;LINCARE HOLDINGS INC;2003010432;;0;;;;
TFX US Equity;TELEFLEX INC;1989691520;;0;;;;
ONXX US Equity;ONYX PHARMACEUTICALS INC;1927122688;62.18370056;;;;;
UHS US Equity;UNIVERSAL HEALTH SERVICES-B;1896721152;;;;;;
BLUD US Equity;IMMUCOR INC;1873669376;;2.569148064;;;;
4107485Q US Equity;VALEANT PHARMACEUTICALS INTE;1866292736;;13.79791546;;;;
BMRN US Equity;BIOMARIN PHARMACEUTICAL INC;1776908160;58.46929932;36.03089142;;;;
CRL US Equity;CHARLES RIVER LABORATORIES;1773242240;;;;;;
GEN DC Equity;GENMAB A/S;1702532096;;91.96858215;;;;
MASI US Equity;MASIMO CORP;1700724608;;7.704909801;;;;
WOOF US Equity;VCA INC;1682510080;57.80319977;;;;;
MGLN US Equity;MAGELLAN HEALTH INC;1584147328;;;;;;
AGP US Equity;AMERIGROUP CORP;1563500288;;0;;;;
OMI US Equity;OWENS & MINOR INC;1557828992;;;;;;
8397627Q US Equity;PSYCHIATRIC SOLUTIONS INC;1557647744;;;;;;
EMS US Equity;ENVISION HEALTHCARE CORP/CO;1529620608;;;;;;
VRX CN Equity;VALEANT PHARMACEUTICALS INTE;1498961024;;10.30874252;;;;
AMLN US Equity;AMYLIN PHARMACEUTICALS LLC;1493148800;;33.64413452;;;;
REGN US Equity;REGENERON PHARMACEUTICALS;1462386816;77.37110138;112.6113129;;;;
MD US Equity;MEDNAX INC;1446597760;;;;;;
ICLL AV Equity;INTERCELL AG;1439080192;61.35639954;204.4104156;;;;
HAE US Equity;HAEMONETICS CORP/MASS;1428998016;;3.575270891;;;;
1339679D US Equity;STERIS CORP;1406583424;;1.763281941;;;;
STE US Equity;STERIS PLC;1406583424;;2.496850967;;;;
KCI US Equity;KINETIC CONCEPTS INC;1377448192;;4.348111153;;;;
IONS US Equity;IONIS PHARMACEUTICALS INC;1375489792;79.21029663;99.23327637;;;;
CYH US Equity;COMMUNITY HEALTH SYSTEMS INC;1359832832;79.2263031;;;;;
BSLN SW Equity;BASILEA PHARMACEUTICA-REG;1333041408;;;;;;
ORP FP Equity;ORPEA;1328294400;;;;;;
ALM SM Equity;ALMIRALL SA;1275122432;;;;;;
WST US Equity;WEST PHARMACEUTICAL SERVICES;1235683328;;1.795472026;;;;
LPNT US Equity;LIFEPOINT HEALTH INC;1220295552;62.35929871;;;;;
SQNM US Equity;SEQUENOM INC;1203803904;102.1054001;61.21867371;;;;
AUXL US Equity;AUXILIUM PHARMACEUTICALS INC;1201780480;71.51940155;40.75188065;;;;
SEPR US Equity;SUNOVION PHARMACEUTICALS INC;1195417856;;20.48083496;;;;
0967702D US Equity;HEALTHSPRING INC;1168874112;;;;;;
ICLR US Equity;ICON PLC;1152097280;;;;;;
PSSI US Equity;MCKESSON MEDICAL-SURGICAL TO;1138775680;;;;;;
HNT US Equity;HEALTH NET INC/OLD;1129179776;64.1882019;;;;;
REC IM Equity;RECORDATI SPA;1123712128;;8.929430962;;;;
DIA IM Equity;DIASORIN SPA;1094726016;;5.966582775;;;;
CHSI US Equity;CATALYST HEALTH SOLUTIONS IN;1059984704;;;;;;
MNT US Equity;MENTOR CORP;1044753536;;12.8669157;;;;
ZEL SM Equity;ZELTIA SA;1039014464;;;;;;
PHM SM Equity;PHARMA MAR SA;1039014464;;138.3247528;;;;
HRC US Equity;HILL-ROM HOLDINGS INC;1028896512;;;;;;
VIVO US Equity;MERIDIAN BIOSCIENCE INC;1026820480;;4.965044975;;;;
BANB SW Equity;BACHEM HOLDING AG-REG B;1025669888;;;;;;
ALNY US Equity;ALNYLAM PHARMACEUTICALS INC;1024032192;;85.89803314;;;;
ALKS US Equity;ALKERMES PLC;1015099968;77.17960358;41.66050339;;;;
MATK US Equity;MARTEK BIOSCIENCES CORP;1004791680;;7.907959938;;;;
CRXL NA Equity;CRUCELL NV;998117568;;22.47032356;;;;
PRON NO Equity;PRONOVA BIOPHARMA AS;996834240;;;;;;
GDS FP Equity;RAMSAY GENERALE DE SANTE;988134912;;;;;;
ALKB DC Equity;ALK-ABELLO A/S;987391616;;18.53546906;;;;
AFX GR Equity;CARL ZEISS MEDITEC AG - BR;987384704;;9.782261848;;;;
VARI US Equity;VARIAN INC;970439552;;6.344390869;;;;
HLS US Equity;HEALTHSOUTH CORP;964722240;65.11699677;;;;;
NTY US Equity;NATURE'S BOUNTY CO/THE;964024320;;;;;;
SPPN SW Equity;SPEEDEL HOLDING AG-REG;944392704;;317.1786194;;;;
1280452D CN Equity;CML HEALTHCARE INC;942214528;;;;;;
EKTAB SS Equity;ELEKTA AB-B SHS;913083520;;9.679617882;;;;
OME BB Equity;OMEGA PHARMA;913044544;;;;;;
CRA US Equity;CELERA CORP;895714560;;25.82278442;;;;
CHE US Equity;CHEMED CORP;889654912;;;;;;
LMNX US Equity;LUMINEX CORP;885677440;;15.37529755;;;;
CNC US Equity;CENTENE CORP;845643776;;0;;;;
GTIV US Equity;GENTIVA HEALTH SERVICES;843454656;;;;;;
YPSN SW Equity;YPSOMED HOLDING AG-REG;842735616;;;;;;
DSCP US Equity;DATASCOPE CORP;830652544;;8.968633652;;;;
BIO GR Equity;BIOTEST AG;830201280;;7.047278881;;;;
DNEX US Equity;DIONEX CORP;805761664;;7.522877216;;;;
MRX US Equity;MEDICIS PHARMACEUTICAL CORP;788373248;;6.188434124;;;;
MDAS US Equity;MEDASSETS INC;786742912;;6.211499214;;;;
EBS US Equity;EMERGENT BIOSOLUTIONS INC;781239936;;29.37684441;;;;
1321686D US Equity;WRIGHT MEDICAL GROUP INC;776166336;;7.50522089;;;;
ACOR US Equity;ACORDA THERAPEUTICS INC;773530560;76.21469879;69.39381409;;;;
MDCO US Equity;MEDICINES COMPANY;770084352;;25.76084137;;;;
INVA US Equity;INNOVIVA INC;766269504;77.3451004;334.6391296;;;;
MEDIQ NA Equity;MEDIQ BV;758568832;;;;;;
NDN CN Equity;NORDION INC;742315968;;4.347826004;;;;
ALAPIS GA Equity;ALAPIS HOLDING INDUSTRIAL;739109760;;;;;;
PDLI US Equity;PDL BIOPHARMA INC;738552000;59.27629852;57.81552887;;;;
UDG LN Equity;UDG HEALTHCARE PLC;735774592;;;;;;
AMSG US Equity;AMSURG CORP;734164352;;;;;;
EVHC US Equity;ENVISION HEALTHCARE CORP;734164352;;;;;;
MEDX US Equity;MEDAREX INC;716090880;;432.5332947;;;;
VOLC US Equity;VOLCANO CORP;715680000;;15.59227467;;;;
PHST RM Equity;PHARMSTANDARD PJSC;714064000;;;;;;
SGEN US Equity;SEATTLE GENETICS INC;713193856;;343.0003662;;;;
KORI FP Equity;KORIAN;711069760;;;;;;
VIRP FP Equity;VIRBAC SA;704756672;;;;;;
CNMD US Equity;CONMED CORP;694777152;;4.831418991;;;;
GENP FP Equity;STALLERGENES;688287232;;;;;;
ACIN SW Equity;ACINO INTERNATIONAL AG;687802176;;;;;;
FAE SM Equity;FAES FARMA SA;670209280;;;;;;
BRKR US Equity;BRUKER CORP;662827840;;13.6695261;;;;
AMMD US Equity;ASTORA WOMEN'S HEALTH HOLDIN;658884288;;9.585589409;;;;
NHC US Equity;NATIONAL HEALTHCARE CORP;658112384;;0;;;;
LHCG US Equity;LHC GROUP INC;655585152;;;;;;
EVVV US Equity;EV3 INC;646058944;;11.33617973;;;;
XNPT US Equity;XENOPORT INC;633563456;;487.5385437;;;;
GTXI US Equity;GTX INC;612406784;79.94689941;303.1813965;;;;
AMAG US Equity;AMAG PHARMACEUTICALS INC;609521728;86.7888031;3949.615479;;;;
OSIR US Equity;OSIRIS THERAPEUTICS INC;609508352;;1868.542725;;;;
QCOR US Equity;QUESTCOR PHARMACEUTICALS;604721792;;10.64875984;;;;
ABMD US Equity;ABIOMED INC;600884992;68.50759888;34.2517128;;;;
CPHD US Equity;CEPHEID;598382080;77.09940338;25.85105133;;;;
UAM US Equity;UNIVERSAL AMERICAN CORP;597091968;;0;;;;
SYUT US Equity;SYNUTRA INTERNATIONAL INC;595087744;;;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;586607040;;7.848563194;;;;
MOR GR Equity;MORPHOSYS AG;586374720;;33.96059036;;;;
JI4 GR Equity;JERINI AG;577546112;;212.1199951;;;;
BEAT US Equity;BIOTELEMETRY INC;576326848;;3.020210028;;;;
SIRO US Equity;SIRONA DENTAL SYSTEMS INC;576092992;;6.223492146;;;;
GXDX US Equity;GENOPTIX INC;565741632;;1.037803054;;;;
BKD US Equity;BROOKDALE SENIOR LIVING INC;565728896;;;;;;
CVTX US Equity;CV THERAPEUTICS INC;564817984;;49.14876175;;;;
GHDX US Equity;GENOMIC HEALTH INC;552507328;;24.6755085;;;;
THC US Equity;TENET HEALTHCARE CORP;548746048;112.985199;;;;;
CGRB US Equity;COUGAR BIOTECHNOLOGY INC;539057984;;;;;;
PRXL US Equity;PAREXEL INTERNATIONAL CORP;536777536;;;;;;
WCG US Equity;WELLCARE HEALTH PLANS INC;536339168;111.6821976;;;;;
BOI FP Equity;BOIRON SA;531201536;;;;;;
EXEL US Equity;EXELIXIS INC;530110496;86.31559753;219.3972931;;;;
USNA US Equity;USANA HEALTH SCIENCES INC;528895008;;0.778159022;;;;
PBH US Equity;PRESTIGE BRANDS HOLDINGS INC;526829024;;;;;;
BTG LN Equity;BTG PLC;521838144;;;;;;
NKTR US Equity;NEKTAR THERAPEUTICS;513999744;67.75260162;178.483139;;;;
COX FP Equity;NICOX SA;513259296;;2343.980957;;;;
KND US Equity;KINDRED HEALTHCARE INC;506674592;66.20580292;;;;;
MMSI US Equity;MERIT MEDICAL SYSTEMS INC;503040480;;3.759049892;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
