Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
SVNTQ US Equity;SAVIENT PHARMACEUTICALS INC;782674176;55.76290131;906.6801758;;;;
LMNX US Equity;LUMINEX CORP;773231232;;17.17001724;;;;
SYUT US Equity;SYNUTRA INTERNATIONAL INC;770694400;;;;;;
YPSN SW Equity;YPSOMED HOLDING AG-REG;769357504;;;;;;
JAZZ US Equity;JAZZ PHARMACEUTICALS PLC;765916032;60.86619949;16.34974289;;;;
EXE CN Equity;EXTENDICARE INC;765180096;;0;;;;
NDN CN Equity;NORDION INC;762800512;;1.886791945;;;;
VVUS US Equity;VIVUS INC;760900224;95.12719727;;;;;
CBIO US Equity;CATALYST BIOSCIENCES INC;759291264;;28.15044594;;;;
MDCO US Equity;MEDICINES COMPANY;754347008;;15.77031136;;;;
ICLL AV Equity;INTERCELL AG;753400704;50.49200058;293.7649231;;;;
SYR LN Equity;SYNERGY HEALTH LTD;752341568;;;;;;
EGIS HB Equity;EGIS PHARMACEUTICALS PLC;751921472;;9.414708138;;;;
BIO GR Equity;BIOTEST AG;748918912;;11.54513931;;;;
CNMD US Equity;CONMED CORP;743296192;;4.296873093;;;;
SQNM US Equity;SEQUENOM INC;742171136;89.03379822;96.75624847;;;;
MNTA US Equity;MOMENTA PHARMACEUTICALS INC;739453632;64.50219727;24.03340912;;;;
MITI US Equity;AMGEN ROCKVILLE INC;738102336;;172.2439117;;;;
ENZN US Equity;ENZON PHARMACEUTICALS INC;726563648;;116.4247894;;;;
KND US Equity;KINDRED HEALTHCARE INC;725258624;;;;;;
FAE SM Equity;FAES FARMA SA;710473216;;;;;;
KORI FP Equity;KORIAN;705877248;;;;;;
AIRM US Equity;AIR METHODS CORP;705490752;;;;;;
SRT GR Equity;SARTORIUS AG;697964992;;6.283661842;;;;
ISPH US Equity;INSPIRE PHARMACEUTICALS INC;695858560;;44.65434647;;;;
USNA US Equity;USANA HEALTH SCIENCES INC;693844352;;;;;;
HNGR US Equity;HANGER INC;688272384;;;;;;
UDG LN Equity;UDG HEALTHCARE PLC;675714432;;;;;;
SIGA US Equity;SIGA TECHNOLOGIES INC;670753984;;111.8804092;;;;
PODD US Equity;INSULET CORP;669156672;;14.52759838;;;;
BSLN SW Equity;BASILEA PHARMACEUTICA-REG;667114816;33.76570129;;;;;
AMSG US Equity;AMSURG CORP;648056832;;;;;;
EVHC US Equity;ENVISION HEALTHCARE CORP;648056832;;;;;;
ARIA US Equity;ARIAD PHARMACEUTICALS INC;647105856;79.22720337;1060.225464;;;;
OKDBV FH Equity;ORIOLA CORP -B;644926464;;;;;;
GERN US Equity;GERON CORP;635937728;58.9333992;2514.285645;;;;
ALOG US Equity;ANALOGIC CORP;634431040;;13.39215183;;;;
IPCM US Equity;IPC HEALTHCARE INC;634368896;;;;;;
IMGN US Equity;IMMUNOGEN INC;629343872;;393.5795898;;;;
NHC US Equity;NATIONAL HEALTHCARE CORP;628152256;;;;;;
PLB CN Equity;PALADIN LABS INC;620568640;;4.656723976;;;;
GHDX US Equity;GENOMIC HEALTH INC;617261952;;17.66090202;;;;
MAKO US Equity;MAKO SURGICAL CORP;614524224;;33.44431686;;;;
1321686D US Equity;WRIGHT MEDICAL GROUP INC;608625344;;7.213166237;;;;
RDEA US Equity;ARDEA BIOSCIENCES INC;602846400;;445.8712769;;;;
ABAX US Equity;ABAXIS INC;600204928;;9.343197823;;;;
PBH US Equity;PRESTIGE BRANDS HOLDINGS INC;598036544;;;;;;
MVIRB SS Equity;MEDIVIR AB-B SHS;594185856;;;;;;
TNG FP Equity;TRANSGENE SA;592490688;;1075.115234;;;;
EXAM US Equity;EXAMWORKS GROUP INC;591073600;;;;;;
RHB US Equity;REHABCARE GROUP INC;590976064;;;;;;
MERTMTFA SS Equity;MERTIVA AB-B;585063040;;22.00613213;;;;
ALKB DC Equity;ALK-ABELLO A/S;583926784;;17.56756783;;;;
AKRX US Equity;AKORN INC;569506176;;8.264463425;;;;
EURX US Equity;EURAND NV;566148288;;13.74547386;;;;
ITGR US Equity;INTEGER HOLDINGS CORP;562146816;;8.943447113;;;;
MOR GR Equity;MORPHOSYS AG;561648192;;62.18857193;;;;
LHCG US Equity;LHC GROUP INC;560273984;;;;;;
NPSP US Equity;SHIRE-NPS PHARMACEUTICALS IN;528734336;;91.97776794;;;;
GEN DC Equity;GENMAB A/S;527466176;;9.733548164;;;;
MDVN US Equity;MEDIVATION INC;524460288;76.69010162;108.9407654;;;;
BAVA DC Equity;BAVARIAN NORDIC A/S;523350592;;115.5606384;;;;
AVEO US Equity;AVEO PHARMACEUTICALS INC;519156160;;325.4902039;;;;
CRA US Equity;CELERA CORP;517092032;;19.23113632;;;;
ENSG US Equity;ENSIGN GROUP INC/THE;516798624;;;;;;
DPH LN Equity;DECHRA PHARMACEUTICALS PLC;516467488;;;;;;
OFIX US Equity;ORTHOFIX INTERNATIONAL NV;514065600;;5.309346199;;;;
MAPP US Equity;MAP PHARMACEUTICALS INC;504325984;;;;;;
ATB CN Equity;ATRIUM INNOVATIONS INC;501959968;;0.372538;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
