ticker,name,mcap,ivol,div,country,gics_code
HON US Equity,HONEYWELL INTERNATIONAL INC,1.0501E+11,19.38680077,1.786646008,US,20
SAN FP Equity,SANOFI,1.04044E+11,18.27669907,4.217119217,FR,35
VTI US Equity,VANGUARD TOTAL STOCK MKT ETF,1.0238E+11,16.54910088,,US,
TD CN Equity,TORONTO-DOMINION BANK,1.00171E+11,16.47369957,3.573873997,CA,40
UTX US Equity,UNITED TECHNOLOGIES CORP,98339463168,22.30060005,2.132163048,US,20
VOO US Equity,VANGUARD S&P 500 ETF,97389035520,16.99430084,,US,
SIE GR Equity,SIEMENS AG-REG,97160880128,18.92289925,3.451407909,DE,20
TMO US Equity,THERMO FISHER SCIENTIFIC INC,96884031488,23.31970024,0.315988988,US,35
ACN US Equity,ACCENTURE PLC-CL A,96048513024,22.24489975,1.573312998,IE,45
GSK LN Equity,GLAXOSMITHKLINE PLC,95794438144,20.9496994,6.049149036,GB,35
NVDA US Equity,NVIDIA CORP,95727296512,42.62670135,0.234249994,US,45
TXN US Equity,TEXAS INSTRUMENTS INC,95497207808,26.85050011,2.029874086,US,45
COST US Equity,COSTCO WHOLESALE CORP,94084358144,21.64340019,0.917943001,US,30
AZN LN Equity,ASTRAZENECA PLC,92420546560,24.1012001,4.042947769,GB,35
CBA AU Equity,COMMONWEALTH BANK OF AUSTRAL,92176441344,15.57740021,5.914642811,AU,40
MO US Equity,ALTRIA GROUP INC,90776690688,21.51939964,3.556925058,US,30
FOXA US Equity,TWENTY-FIRST CENTURY FOX-A,90125328384,21.37350082,0.724492013,US,50
GILD US Equity,GILEAD SCIENCES INC,89492602880,27.07640076,2.903405905,US,35
9437 JP Equity,NTT DOCOMO INC,89360490496,,3.681206942,JP,50
ALV GR Equity,ALLIANZ SE-REG,89063399424,17.04339981,4.177546024,DE,40
LIN US Equity,LINDE PLC,88644395008,25.67449951,,GB,15
UPS US Equity,UNITED PARCEL SERVICE-CL B,87297376256,23.25390053,2.786403894,US,20
DGE LN Equity,DIAGEO PLC,86500712448,18.04829979,2.398971081,GB,30
RIO LN Equity,RIO TINTO PLC,86212747264,27.05509949,5.439715862,GB,15
RIO AU Equity,RIO TINTO LTD,85605818368,22.00900078,4.896765232,GB,15
AXP US Equity,AMERICAN EXPRESS CO,85106556928,22.38949966,1.552664995,US,40
CVS US Equity,CVS HEALTH CORP,84723572736,26.34869957,2.758620977,US,35
ITX SM Equity,INDUSTRIA DE DISENO TEXTIL,84638851072,23.45129967,2.597851992,ES,25
NEE US Equity,NEXTERA ENERGY INC,84161380352,16.60429955,2.516165972,US,55
AIR FP Equity,AIRBUS SE,83329974272,26.90940094,1.807229042,FR,20
VOW GR Equity,VOLKSWAGEN AG,83314909184,27.35639954,2.31179595,DE,25
BMY US Equity,BRISTOL-MYERS SQUIBB CO,81819123712,32.81669998,2.56201005,US,35
BKNG US Equity,BOOKING HOLDINGS INC,81552113664,27.14889908,0,US,25
9432 JP Equity,NIPPON TELEGRAPH & TELEPHONE,81030111232,,3.061223984,JP,50
USB US Equity,US BANCORP,80753762304,19.58169937,2.9321661,US,40
CAT US Equity,CATERPILLAR INC,80608575488,27.53319931,1.973600984,US,20
LMT US Equity,LOCKHEED MARTIN CORP,80455491584,22.36949921,2.323626041,US,20
SBUX US Equity,STARBUCKS CORP,80266821632,22.11260033,2.322308064,US,25
SAN SM Equity,BANCO SANTANDER SA,80128319488,25.16519928,4.015330791,ES,40
9984 JP Equity,SOFTBANK GROUP CORP,79195209728,,0.553458989,JP,50
GE US Equity,GENERAL ELECTRIC CO,78804918272,40.69660187,4.813754082,US,20
DTE GR Equity,DEUTSCHE TELEKOM AG-REG,78660296704,16.41230011,4.393375874,DE,50
GS US Equity,GOLDMAN SACHS GROUP INC,78296932352,25.33469963,1.915593982,US,40
COP US Equity,CONOCOPHILLIPS,78169325568,27.04109955,1.931135058,US,10
LOW US Equity,LOWE'S COS INC,76264857600,26.22500038,1.556650043,US,25
BATS LN Equity,BRITISH AMERICAN TOBACCO PLC,76091572224,33.63550186,3.889996052,GB,30
1306 JP Equity,NOMURA ETF - TOPIX,75797815296,,,JP,
DHR US Equity,DANAHER CORP,75300962304,21.27689934,0.603317976,US,35
EQNR NO Equity,EQUINOR ASA,74936229888,24.89940071,4.160171986,NO,10
MS US Equity,MORGAN STANLEY,74272997376,27.0739994,2.774275064,US,40
CHTR US Equity,CHARTER COMMUNICATIONS INC-A,74227580928,30.7343998,0,US,50
CI US Equity,CIGNA CORP,74186932224,27.40570068,0.019695999,US,35
ENB CN Equity,ENBRIDGE INC,73391063040,18.83370018,4.902359962,CA,10
8306 JP Equity,MITSUBISHI UFJ FINANCIAL GRO,72969773056,,2.725967884,JP,40
AMT US Equity,AMERICAN TOWER CORP,72535138304,19.64189911,1.836405993,US,60
CDI FP Equity,CHRISTIAN DIOR SE,72146690048,,1.641767025,FR,25
BAYN GR Equity,BAYER AG-REG,70044401664,29.90369987,2.692307949,DE,35
ASML NA Equity,ASML HOLDING NV,69396414464,27.85040092,0.964519024,NL,45
ANTM US Equity,ANTHEM INC,68829831168,23.59390068,1.199947,US,35
VEA US Equity,VANGUARD FTSE DEVELOPED ETF,68827389952,13.79319954,,US,
BAS GR Equity,BASF SE,68434448384,19.37260056,3.379115105,DE,15
WBA US Equity,WALGREENS BOOTS ALLIANCE INC,68333703168,25.27099991,2.392065048,US,30
BIIB US Equity,BIOGEN INC,67984257024,30.3185997,0,US,35
BNS CN Equity,BANK OF NOVA SCOTIA,67820032000,14.85280037,4.642603874,CA,40
QCOM US Equity,QUALCOMM INC,66996228096,26.75040054,3.304178953,US,45
BLK US Equity,BLACKROCK INC,66557878272,23.40620041,3.059926033,US,40
CME US Equity,CME GROUP INC,65624068096,20.73220062,4.204040051,US,40
QQQ US Equity,INVESCO QQQ TRUST SERIES 1,65248960512,20.62400055,,US,
BDX US Equity,BECTON DICKINSON AND CO,65228984320,22.41489983,1.14942503,US,35
SCHW US Equity,SCHWAB (CHARLES) CORP,64794726400,25.69079971,0.79460597,US,40
EFA US Equity,ISHARES MSCI EAFE ETF,64439042048,14.43330002,,US,
WBC AU Equity,WESTPAC BANKING CORP,64384630784,16.38710022,6.731112957,AU,40
4502 JP Equity,TAKEDA PHARMACEUTICAL CO LTD,63501844480,,3.472892046,JP,35
CSL AU Equity,CSL LTD,63211204608,23.29150009,1.207667947,AU,35
6758 JP Equity,SONY CORP,63169327104,,0.534395993,JP,25
MDLZ US Equity,MONDELEZ INTERNATIONAL INC-A,63038304256,19.59950066,1.915887952,US,30
9434 JP Equity,SOFTBANK CORP,62821703680,,,JP,50
SYK US Equity,STRYKER CORP,62695079936,20.70019913,1.09790802,US,35
9433 JP Equity,KDDI CORP,62321811456,,3.313086987,JP,50
ISRG US Equity,INTUITIVE SURGICAL INC,61959352320,30.57740021,0,US,35
SLB US Equity,SCHLUMBERGER LTD,61861588992,27.5102005,5.543237209,US,10
DAI GR Equity,DAIMLER AG-REGISTERED SHARES,61728165888,24.46229935,5.155366898,DE,25
CB US Equity,CHUBB LTD,61558988800,17.92670059,1.929788947,CH,40
DUK US Equity,DUKE ENERGY CORP,61032800256,15.71940041,4.149328232,US,55
CNR CN Equity,CANADIAN NATL RAILWAY CO,60888588288,19.75489998,1.591896057,CA,20
TJX US Equity,TJX COMPANIES INC,60836917248,23.74559975,1.592965007,US,25
6861 JP Equity,KEYENCE CORP,60785242112,,0.155063003,JP,45
VMW US Equity,VMWARE INC-CLASS A,60524515328,31.40620041,0,US,45
CELG US Equity,CELGENE CORP,60409597952,28.38599968,0,US,35
RMS FP Equity,HERMES INTERNATIONAL,60120735744,21.8817997,0.918767989,FR,25
EPD US Equity,ENTERPRISE PRODUCTS PARTNERS,60066844672,19.67300034,6.41267395,US,10
BNP FP Equity,BNP PARIBAS,60045746176,23.3878994,4.851406097,FR,40
ENI IM Equity,ENI SPA,60041637888,17.54829979,5.797101021,IT,10
ENEL IM Equity,ENEL SPA,59884380160,18.45890045,4.61988306,IT,55
KER FP Equity,KERING,59221442560,31.2276001,1.52671802,FR,25
ADP US Equity,AUTOMATIC DATA PROCESSING,59172679680,22.91329956,1.878633976,US,45
VWO US Equity,VANGUARD FTSE EMERGING MARKE,58682769408,19.74419975,,US,
EOG US Equity,EOG RESOURCES INC,58599202816,30.86300087,0.620887995,US,10
KHC US Equity,KRAFT HEINZ CO/THE,57959735296,22.78960037,3.150719881,US,30
PNC US Equity,PNC FINANCIAL SERVICES GROUP,57239248896,22.42230034,2.908220053,US,40
AGG US Equity,ISHARES CORE U.S. AGGREGATE,57056772096,4.277800083,,US,
CSX US Equity,CSX CORP,56880156672,25.39649963,1.416385055,US,20
TMUS US Equity,T-MOBILE US INC,56808394752,26.65810013,0,US,50
CS FP Equity,AXA SA,56420200448,17.50860023,5.093996048,FR,40
6178 JP Equity,JAPAN POST HOLDINGS CO LTD,55637860352,12.9236002,4.449648857,JP,40
INTU US Equity,INTUIT INC,55506808832,27.22039986,0.763806999,US,45
IEFA US Equity,ISHARES CORE MSCI EAFE ETF,54960439296,13.50409985,,US,
RB/ LN Equity,RECKITT BENCKISER GROUP PLC,54900727808,23.21360016,2.374620914,GB,30
IEMG US Equity,ISHARES CORE MSCI EMERGING,54681862144,19.59930038,,US,
GM US Equity,GENERAL MOTORS CO,54494294016,27.79030037,3.708221912,US,25
SAF FP Equity,SAFRAN SA,54493470720,27.66819954,1.862414002,FR,20
EL FP Equity,ESSILORLUXOTTICA,54435581952,20.9083004,1.331012964,FR,25
CL US Equity,COLGATE-PALMOLIVE CO,54320246784,20.71500015,2.107356071,US,30
AGN US Equity,ALLERGAN PLC,54039953408,27.17410088,1.711701035,US,35
BMW GR Equity,BAYERISCHE MOTOREN WERKE AG,53924982784,22.06040001,4.606702805,DE,25
SPG US Equity,SIMON PROPERTY GROUP INC,53806596096,19.64349937,4.163269997,US,60
7267 JP Equity,HONDA MOTOR CO LTD,53721653248,,2.732239962,JP,25
ANZ AU Equity,AUST AND NZ BANKING GROUP,53565886464,16.54269981,5.677785873,AU,40
GLEN LN Equity,GLENCORE PLC,53487370240,35.73540115,3.791929007,CH,15
LLOY LN Equity,LLOYDS BANKING GROUP PLC,53380808704,27.47660065,4.481339931,GB,40
DE US Equity,DEERE & CO,52655554560,27.87560081,1.939849973,US,20
BSX US Equity,BOSTON SCIENTIFIC CORP,52155453440,26.8852005,0,US,35
TSLA US Equity,TESLA INC,51907948544,55.73120117,0,US,25
UBSG SW Equity,UBS GROUP AG-REG,51851505664,22.7887001,3.623188019,CH,40
7182 JP Equity,JAPAN POST BANK CO LTD,51769548800,,3.501400948,JP,40
SU CN Equity,SUNCOR ENERGY INC,51717705728,24.80130005,2.7735641,CA,10
D US Equity,DOMINION ENERGY INC,51707179008,16.78280067,3.74413991,US,55
1321 JP Equity,NOMURA ETF - NIKKEI 225,51686281216,18.40870094,,JP,
VOD LN Equity,VODAFONE GROUP PLC,51545120768,22.52020073,6.803799152,GB,50
AI FP Equity,AIR LIQUIDE SA,51285770240,17.65200043,2.522608042,FR,15
IBE SM Equity,IBERDROLA SA,50937651200,17.02869987,4.907121181,ES,55
DG FP Equity,VINCI SA,50722947072,19.59329987,2.87727499,FR,20
8316 JP Equity,SUMITOMO MITSUI FINANCIAL GR,50613923840,,3.813369036,JP,40
OXY US Equity,OCCIDENTAL PETROLEUM CORP,50609389568,23.97800064,4.154222012,US,10
BK US Equity,BANK OF NEW YORK MELLON CORP,50576031744,22.71590042,0.594859004,US,40
PRU LN Equity,PRUDENTIAL PLC,50404372480,24.61009979,2.466543913,GB,40
2914 JP Equity,JAPAN TOBACCO INC,50352082944,,3.855686903,JP,30
GD US Equity,GENERAL DYNAMICS CORP,49924927488,21.58909988,1.651510954,US,20
9983 JP Equity,FAST RETAILING CO LTD,49782353920,,0.849256992,JP,25
VRTX US Equity,VERTEX PHARMACEUTICALS INC,49757151232,31.69860077,0,US,35
HEIA NA Equity,HEINEKEN NV,49694834688,19.45190048,1.691015959,NL,30
NAB AU Equity,NATIONAL AUSTRALIA BANK LTD,49315987456,16.31679916,7.119740963,AU,40
JM SP Equity,JARDINE MATHESON HLDGS LTD,49050935296,,2.633744955,HK,20
BN FP Equity,DANONE,48972713984,16.83200073,2.430306911,FR,30
EDF FP Equity,EDF,48225869824,26.54520035,4.414587021,FR,55
SO US Equity,SOUTHERN CO/THE,47887507456,16.22710037,4.782699108,US,55
ZURN SW Equity,ZURICH INSURANCE GROUP AG,47744622592,15.08300018,6.001924992,CH,40
SPGI US Equity,S&P GLOBAL INC,47329775616,20.30349922,0.968123019,US,40
RTN US Equity,RAYTHEON COMPANY,47071883264,21.97200012,1.698163033,US,20
ADS GR Equity,ADIDAS AG,46960627712,25.54859924,1.555488944,DE,25
DBS SP Equity,DBS GROUP HOLDINGS LTD,46913118208,,3.742455006,SG,40
ILMN US Equity,ILLUMINA INC,46569066496,38.30369949,0,US,35
NOC US Equity,NORTHROP GRUMMAN CORP,46486675456,23.85610008,1.270730972,US,20
BMO CN Equity,BANK OF MONTREAL,46348644352,15.6487999,3.840292931,CA,40
HCA US Equity,HCA HEALTHCARE INC,46303354880,27.10210037,0,US,35
EL US Equity,ESTEE LAUDER COMPANIES-CL A,46278213632,26.20070076,1.037214041,US,30
FDX US Equity,FEDEX CORP,46181228544,26.60589981,0.802825987,US,20
NSC US Equity,NORFOLK SOUTHERN CORP,46040248320,24.90640068,1.683920026,US,20
8058 JP Equity,MITSUBISHI CORP,45921013760,,3.843466043,JP,20
INGA NA Equity,ING GROEP NV,45917302784,24.41580009,4.37194109,NL,40
16 HK Equity,SUN HUNG KAI PROPERTIES,45858951168,21.63529968,3.927365065,HK,60
MPC US Equity,MARATHON PETROLEUM CORP,45658509312,29.57180023,2.303728104,US,10
IJH US Equity,ISHARES CORE S&P MIDCAP ETF,45525803008,16.23539925,,US,
TEF SM Equity,TELEFONICA SA,45432209408,19.32080078,4.923077106,ES,50
ITW US Equity,ILLINOIS TOOL WORKS,45347311616,21.60540009,1.714113951,US,20
REGN US Equity,REGENERON PHARMACEUTICALS,45332963328,31.19560051,0,US,35
LVS US Equity,LAS VEGAS SANDS CORP,45211082752,30.85569954,4.202043056,US,25
VTV US Equity,VANGUARD VALUE ETF,45030469632,15.76399994,,US,
MET US Equity,METLIFE INC,44713639936,24.35899925,3.16455698,US,40
CCI US Equity,CROWN CASTLE INTL CORP,44642054144,20.46450043,3.513196945,US,60
ECL US Equity,ECOLAB INC,44630888448,18.43390083,1.132807016,US,15
EXC US Equity,EXELON CORP,44508979200,17.08679962,3.324028969,US,55
6098 JP Equity,RECRUIT HOLDINGS CO LTD,44504408064,,0.869729996,JP,20
MRK GR Equity,MERCK KGAA,44424110080,20.23250008,1.392758012,DE,35
267 HK Equity,CITIC LTD,44192997376,22.49489975,3.1916399,HK,20
PSX US Equity,PHILLIPS 66,43945242624,24.45859909,2.698961973,US,10
7974 JP Equity,NINTENDO CO LTD,43712045056,,1.259070039,JP,50
9022 JP Equity,CENTRAL JAPAN RAILWAY CO,43696115712,,0.695478976,JP,20
000660 KS Equity,SK HYNIX INC,43150995456,35.02830124,1.307189941,KR,45
ICE US Equity,INTERCONTINENTAL EXCHANGE IN,43077636096,21.26230049,1.133787036,US,40
11 HK Equity,HANG SENG BANK LTD,42591522816,19.79910088,3.453608036,HK,40
REL LN Equity,RELX PLC,42540945408,15.70890045,2.265670061,GB,20
MMC US Equity,MARSH & MCLENNAN COS,42341703680,15.68270016,1.756973028,US,40
ABBN SW Equity,ABB LTD-REG,41987641344,19.70409966,2.832833052,CH,20
IWM US Equity,ISHARES RUSSELL 2000 ETF,41863819264,18.36879921,,US,
RI FP Equity,PERNOD RICARD SA,41813315584,20.1487999,1.686918974,FR,30
BAM/A CN Equity,BROOKFIELD ASSET MANAGE-CL A,41657085952,16.22839928,1.304895997,CA,40
IJR US Equity,ISHARES CORE S&P SMALL-CAP E,41594888192,18.53660011,,US,
HEN3 GR Equity,HENKEL AG & CO KGAA VORZUG,41587462144,19.07999992,1.603986979,DE,30
8411 JP Equity,MIZUHO FINANCIAL GROUP INC,41217822720,,3.91849494,JP,40
JS SP Equity,JARDINE STRATEGIC HLDGS LTD,40839081984,,0.808489025,HK,20
LNA GR Equity,LINDE AG,40830488576,,2.149945021,DE,15
PLD US Equity,PROLOGIS INC,40729591808,19.7595005,2.728259087,US,60
ZTS US Equity,ZOETIS INC,40641339392,24.41449928,0.612160027,US,35
ORA FP Equity,ORANGE,40636383232,18.29380035,4.490500927,FR,50
IWF US Equity,ISHARES RUSSELL 1000 GROWTH,40631406592,21.0041008,,US,
ISP IM Equity,INTESA SANPAOLO,40549855232,29.96019936,7.328519821,IT,40
HUM US Equity,HUMANA INC,40546955264,24.37120056,0.644979,US,35
BX US Equity,BLACKSTONE GROUP LP/THE,40545427456,25.92379951,7.245471954,US,40
2388 HK Equity,BOC HONG KONG HOLDINGS LTD,40491442176,21,3.290404081,HK,40
KMB US Equity,KIMBERLY-CLARK CORP,40472186880,20.72830009,3.215646982,US,30
WM US Equity,WASTE MANAGEMENT INC,40277004288,14.69639969,1.969872952,US,20
COF US Equity,CAPITAL ONE FINANCIAL CORP,40246591488,24.84390068,1.606747985,US,40
MU US Equity,MICRON TECHNOLOGY INC,40088633344,44.80350113,0,US,45
CFR SW Equity,CIE FINANCIERE RICHEMONT-REG,39898816512,22.64949989,2.294857979,CH,25
SHL GR Equity,SIEMENS HEALTHINEERS AG,39866580992,23.05699921,1.853077054,DE,35
KMI US Equity,KINDER MORGAN INC,39748399104,23.91150093,5.20156002,US,10
SU FP Equity,SCHNEIDER ELECTRIC SE,39719165952,22.58989906,2.878916025,FR,20
EMR US Equity,EMERSON ELECTRIC CO,39680401408,23.08169937,2.533298969,US,20
BBVA SM Equity,BANCO BILBAO VIZCAYA ARGENTA,39427047424,24.91259956,3.374577999,ES,40
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,39269679104,26.42180061,0.633624017,US,45
AABA US Equity,ALTABA INC,39140048896,29.67499924,,US,25
1 HK Equity,CK HUTCHISON HOLDINGS LTD,39071563776,21.2031002,2.905199051,HK,20
AIG US Equity,AMERICAN INTERNATIONAL GROUP,39066075136,26.95070076,2.148371935,US,40
388 HK Equity,HONG KONG EXCHANGES & CLEAR,38731599872,21.89080048,2.251877069,HK,40
IWD US Equity,ISHARES RUSSELL 1000 VALUE E,38599852032,14.59309959,,US,
NSU GR Equity,AUDI AG,38387769344,,,DE,25
688 HK Equity,CHINA OVERSEAS LAND & INVEST,38189760512,31.78849983,3.180915117,HK,60
ET US Equity,ENERGY TRANSFER LP,38131159040,36.73070145,6.778678894,US,10
PRU US Equity,PRUDENTIAL FINANCIAL INC,38103379968,23.94249916,2.609148979,US,40
3382 JP Equity,SEVEN & I HOLDINGS CO LTD,38092279808,,2.017484903,JP,30
ENGI FP Equity,ENGIE,37977133056,20.82579994,4.883152962,FR,55
CCL LN Equity,CARNIVAL PLC,37923524608,23.33499908,3.358076096,US,25
TRP CN Equity,TRANSCANADA CORP,37849837568,17.08270073,4.086303234,CA,10
CCL US Equity,CARNIVAL CORP,37830352896,25.48579979,3.234366894,US,25
7751 JP Equity,CANON INC,37713735680,,3.809524059,JP,45
RBS LN Equity,ROYAL BANK OF SCOTLAND GROUP,37678391296,30.98749924,0,GB,40
BBT US Equity,BB&T CORP,37624340480,20.59280014,3.601108074,US,40
BAX US Equity,BAXTER INTERNATIONAL INC,37585117184,22.37129974,0.943687975,US,35
PGR US Equity,PROGRESSIVE CORP,37569744896,25.40550041,1.996981978,US,40
AEP US Equity,AMERICAN ELECTRIC POWER,37520650240,16.08449936,3.24860692,US,55
WDAY US Equity,WORKDAY INC-CLASS A,37513441280,36.85710144,0,US,45
BCE CN Equity,BCE INC,37458190336,12.70470047,4.753230095,CA,50
SHW US Equity,SHERWIN-WILLIAMS CO/THE,37312897024,23.58160019,0.829186976,US,15
MAR US Equity,MARRIOTT INTERNATIONAL -CL A,37200261120,28.84320068,0.950416028,US,25
AON US Equity,AON PLC,37188739072,18.64909935,1.052238941,GB,40
ATVI US Equity,ACTIVISION BLIZZARD INC,37122416640,37.08720016,0.473784,US,50
KDP US Equity,KEURIG DR PEPPER INC,37047607296,24.48349953,2.390274048,US,30
TGT US Equity,TARGET CORP,36883197952,27.3302002,3.372173071,US,25
4661 JP Equity,ORIENTAL LAND CO LTD,36818014208,,0.368155003,JP,25
NDA SS Equity,NORDEA BANK ABP,36791218176,23.11860085,6.73375988,FI,40
BND US Equity,VANGUARD TOTAL BOND MARKET,36735336448,4.592899799,,US,
OCBC SP Equity,OVERSEA-CHINESE BANKING CORP,36639485952,,2.986279011,SG,40
BARC LN Equity,BARCLAYS PLC,36551602176,34.8606987,1.477105021,GB,40
6902 JP Equity,DENSO CORP,36511358976,,2.23367691,JP,25
ST SP Equity,SINGAPORE TELECOMMUNICATIONS,36492423168,,5.192877769,SG,50
CM CN Equity,CAN IMPERIAL BK OF COMMERCE,36421853184,16.98539925,4.679802895,CA,40
AFL US Equity,AFLAC INC,36313026560,19.11429977,1.982228041,US,40
1305 JP Equity,DAIWA ETF - TOPIX,36026773504,,,JP,
